,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
766,7270706,Arizona,I have private insurance or belong to an HMO.,4-year,Divorced,"$70,000 - $79,999",Hillary Clinton
767,7271474,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Gary Johnson
768,7273130,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
769,7274465,Indiana,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Other
770,7277945,Illinois,I have private insurance or belong to an HMO.,Some college,Married,"$150,000 - $199,999",Donald Trump
771,7278197,Massachusetts,I have private insurance or belong to an HMO.,2-year,Married,"$120,000 - $149,999",Donald Trump
772,7279325,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$150,000 - $199,999",Donald Trump
773,7280756,Florida,I have private insurance or belong to an HMO.,4-year,Single,"$10,000 - $19,999",Donald Trump
774,7281110,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$150,000 - $199,999",Donald Trump
775,7286051,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$150,000 - $199,999",Donald Trump
776,7289141,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$50,000 - $59,999",Donald Trump
777,7293284,Michigan,I have private insurance or belong to an HMO.,4-year,Divorced,"$120,000 - $149,999",Donald Trump
778,7297823,California,Other,Post-grad,Married,"$100,000 - $119,999",Other
779,7301144,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,Prefer not to say,Hillary Clinton
780,7306034,Oklahoma,I have private insurance or belong to an HMO.,High school graduate,Married,"$70,000 - $79,999",Donald Trump
781,7308563,Maryland,I have private insurance or belong to an HMO.,4-year,Domestic partnership,"$200,000 - $249,999",Hillary Clinton
782,7308779,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
783,7312595,Indiana,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
784,7314257,Pennsylvania,I have private insurance or belong to an HMO.,2-year,Married,"$30,000 - $39,999",Donald Trump
785,7314827,Indiana,I have private insurance or belong to an HMO.,2-year,Divorced,"$30,000 - $39,999",Hillary Clinton
786,7315109,Indiana,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Gary Johnson
787,7321112,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",
788,7322333,Arizona,I have private insurance or belong to an HMO.,4-year,Married,"$200,000 - $249,999",Donald Trump
789,7323338,Missouri,I have private insurance or belong to an HMO.,High school graduate,Married,"$20,000 - $29,999",Hillary Clinton
790,7325537,Texas,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
791,7326977,California,I have private insurance or belong to an HMO.,4-year,Divorced,"$120,000 - $149,999",Hillary Clinton
792,7329428,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Other
793,7330355,Ohio,,High school graduate,Married,"$120,000 - $149,999",Donald Trump
794,7334402,Illinois,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
795,7334810,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Married,"$50,000 - $59,999",Donald Trump
796,7335194,Wisconsin,I have private insurance or belong to an HMO.,Post-grad,Single,Prefer not to say,Hillary Clinton
797,7337291,Missouri,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Gary Johnson
798,7340291,New York,I have private insurance or belong to an HMO.,2-year,Married,Prefer not to say,Donald Trump
799,7344302,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",
800,7344704,California,I have private insurance or belong to an HMO.,4-year,Single,"$250,000 - $349,999",Hillary Clinton
801,7345418,California,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Hillary Clinton
802,7346345,Iowa,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Gary Johnson
803,7349219,North Carolina,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
804,7351793,Wisconsin,I have private insurance or belong to an HMO.,Some college,Single,"$30,000 - $39,999",Donald Trump
805,7351829,New York,I have private insurance or belong to an HMO.,Some college,Married,"$150,000 - $199,999",Jill Stein
806,7352822,Texas,Other,2-year,Divorced,"$80,000 - $99,999",Donald Trump
807,7356467,West Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
808,7356890,Arizona,I have private insurance or belong to an HMO.,4-year,Single,"Less than $10,000",Donald Trump
809,7357475,California,I have private insurance or belong to an HMO.,Post-grad,Single,"$100,000 - $119,999",Hillary Clinton
810,7357499,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Hillary Clinton
811,7358732,South Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
812,7364465,Minnesota,Other,4-year,Married,"$150,000 - $199,999",Hillary Clinton
813,7364504,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$50,000 - $59,999",Donald Trump
814,7365959,Georgia,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
815,7367534,Kentucky,I have private insurance or belong to an HMO.,High school graduate,Married,"$100,000 - $119,999",Donald Trump
816,7368041,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$100,000 - $119,999",Hillary Clinton
817,7368848,Alabama,I have private insurance or belong to an HMO.,Some college,Married,"$60,000 - $69,999",Hillary Clinton
818,7371023,New Mexico,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,Prefer not to say,Hillary Clinton
819,7371569,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
820,7372379,Massachusetts,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
821,7372616,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$60,000 - $69,999",Other
822,7373213,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Hillary Clinton
823,7375949,Florida,I have private insurance or belong to an HMO.,4-year,Single,"$100,000 - $119,999",Hillary Clinton
824,7376348,Oregon,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
825,7378502,Oregon,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
826,7379972,Wisconsin,I have private insurance or belong to an HMO.,4-year,Married,"$50,000 - $59,999",Hillary Clinton
827,7384556,California,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Hillary Clinton
828,7388366,Texas,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$30,000 - $39,999",Hillary Clinton
829,7388900,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Donald Trump
830,7389290,Ohio,I have private insurance or belong to an HMO.,Post-grad,Domestic partnership,"$70,000 - $79,999",Hillary Clinton
831,7390724,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Donald Trump
832,7391852,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$80,000 - $99,999",Donald Trump
833,7393520,Virginia,I have private insurance or belong to an HMO.,Some college,Single,"$60,000 - $69,999",Donald Trump
834,7396079,Massachusetts,I have private insurance or belong to an HMO.,High school graduate,Widowed,"$100,000 - $119,999",Donald Trump
835,7396280,Texas,,Some college,Married,"$30,000 - $39,999",Donald Trump
836,7397597,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$20,000 - $29,999",Donald Trump
837,7398842,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$30,000 - $39,999",Hillary Clinton
838,7402013,New York,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
839,7403000,Illinois,I have private insurance or belong to an HMO.,2-year,Single,"$40,000 - $49,999",Hillary Clinton
840,7406255,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$250,000 - $349,999",Hillary Clinton
841,7406399,Illinois,I have private insurance or belong to an HMO.,Post-grad,Domestic partnership,"$100,000 - $119,999",Donald Trump
842,7407275,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$20,000 - $29,999",Hillary Clinton
843,7407983,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Widowed,Prefer not to say,Hillary Clinton
844,7408859,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
845,7409201,California,,4-year,Single,"$30,000 - $39,999",Hillary Clinton
846,7409651,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Widowed,"$10,000 - $19,999",Gary Johnson
847,7410740,South Carolina,,High school graduate,Single,Prefer not to say,Donald Trump
848,7411688,Ohio,I have private insurance or belong to an HMO.,Some college,Divorced,"$100,000 - $119,999",Hillary Clinton
849,7415981,California,Other,2-year,Married,"$50,000 - $59,999",Hillary Clinton
850,7416134,Connecticut,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
851,7418147,Arizona,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Gary Johnson
852,7419422,Michigan,I have private insurance or belong to an HMO.,4-year,Divorced,"$70,000 - $79,999",Hillary Clinton
853,7420034,California,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
854,7420328,Texas,I have private insurance or belong to an HMO.,Post-grad,Married,"$250,000 - $349,999",Hillary Clinton
855,7421393,New York,,4-year,Single,"$70,000 - $79,999",Hillary Clinton
856,7423403,Texas,I have private insurance or belong to an HMO.,Some college,Married,"$150,000 - $199,999",Donald Trump
857,7424150,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$50,000 - $59,999",Donald Trump
858,7426103,Utah,Other,Some college,Divorced,"$40,000 - $49,999",Donald Trump
859,7426754,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
860,7428284,Rhode Island,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,Prefer not to say,Other
861,7429331,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,Prefer not to say,Hillary Clinton
862,7429604,New York,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Hillary Clinton
863,7430267,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$10,000 - $19,999",Hillary Clinton
864,7435469,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
865,7435910,Rhode Island,I have private insurance or belong to an HMO.,4-year,Widowed,"$80,000 - $99,999",Hillary Clinton
866,7436807,Oregon,I have private insurance or belong to an HMO.,Post-grad,Separated,"$120,000 - $149,999",Hillary Clinton
867,7440620,Texas,I have private insurance or belong to an HMO.,4-year,Married,"$30,000 - $39,999",Donald Trump
868,7441304,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
869,7442843,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Donald Trump
870,7444490,Illinois,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Hillary Clinton
871,7444715,North Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$200,000 - $249,999",Gary Johnson
872,7445078,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$40,000 - $49,999",Donald Trump
873,7445621,Ohio,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
874,7453655,Ohio,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
875,7456010,Minnesota,I have private insurance or belong to an HMO.,Post-grad,Divorced,"$80,000 - $99,999",Donald Trump
876,7457237,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
877,7458752,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Donald Trump
878,7458770,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$50,000 - $59,999",Donald Trump
879,7458908,Ohio,I have private insurance or belong to an HMO.,Post-grad,Single,Prefer not to say,Hillary Clinton
880,7461314,New Jersey,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Gary Johnson
881,7462004,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,"$30,000 - $39,999",Hillary Clinton
882,7464185,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,Prefer not to say,Donald Trump
883,7465553,Massachusetts,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
